date,market,channel,impressions,clicks,spend_vnd,installs,bookings
2026-04-20,TP.HCM,TikTok Ads,40282,780,2910020,60,15
2026-04-20,TP.HCM,Google Ads,25951,1298,9727000,320,143
2026-04-20,TP.HCM,Zalo Ads,18967,385,1367524,56,16
2026-04-20,Hà Nội,Facebook Ads,36797,587,2407603,61,16
2026-04-20,Hà Nội,TikTok Ads,31324,546,2011691,68,13
2026-04-20,Hà Nội,Google Ads,20209,929,5934592,198,89
2026-04-20,Hà Nội,Zalo Ads,14840,318,952929,54,26
2026-04-20,Đà Nẵng,Facebook Ads,13197,231,833549,34,9
2026-04-20,Đà Nẵng,TikTok Ads,11188,195,571084,19,6
2026-04-20,Đà Nẵng,Google Ads,7268,339,1630309,76,30
2026-04-20,Đà Nẵng,Zalo Ads,5315,92,188965,14,4
2026-04-20,Cần Thơ,Facebook Ads,9001,135,422208,23,10
2026-04-20,Cần Thơ,TikTok Ads,7628,118,286857,10,4
2026-04-20,Cần Thơ,Google Ads,4938,235,1100974,55,23
2026-04-20,Cần Thơ,Zalo Ads,3570,73,177157,9,4
2026-04-21,TP.HCM,Facebook Ads,47272,621,2707642,101,30
2026-04-21,TP.HCM,TikTok Ads,40218,817,2987350,80,17
2026-04-21,TP.HCM,Google Ads,26082,828,4863724,271,102
2026-04-21,TP.HCM,Zalo Ads,18857,392,1320007,73,21
2026-04-21,Hà Nội,Facebook Ads,37085,517,2399811,88,34
2026-04-21,Hà Nội,TikTok Ads,31120,670,1923363,83,18
2026-04-21,Hà Nội,Google Ads,20235,874,5336099,178,107
2026-04-21,Hà Nội,Zalo Ads,14616,322,959753,43,22
2026-04-21,Đà Nẵng,Facebook Ads,13275,185,548262,21,11
2026-04-21,Đà Nẵng,TikTok Ads,11314,219,635706,26,8
2026-04-21,Đà Nẵng,Google Ads,7275,283,1402064,65,33
2026-04-21,Đà Nẵng,Zalo Ads,5253,104,271837,13,8
2026-04-21,Cần Thơ,Facebook Ads,9024,141,384530,16,6
2026-04-21,Cần Thơ,TikTok Ads,7746,193,427271,29,8
2026-04-21,Cần Thơ,Google Ads,4970,196,854161,55,27
2026-04-21,Cần Thơ,Zalo Ads,3559,69,156554,4,0
2026-04-22,TP.HCM,Facebook Ads,47298,746,3316772,136,51
2026-04-22,TP.HCM,TikTok Ads,40015,694,2630818,66,14
2026-04-22,TP.HCM,Google Ads,25984,921,6244143,212,89
2026-04-22,TP.HCM,Zalo Ads,19165,421,1327671,67,16
2026-04-22,Hà Nội,Facebook Ads,37083,514,2331219,69,23
2026-04-22,Hà Nội,TikTok Ads,31268,632,1939328,75,24
2026-04-22,Hà Nội,Google Ads,20349,620,3783168,118,43
2026-04-22,Hà Nội,Zalo Ads,14851,348,1026045,45,14
2026-04-22,Đà Nẵng,Facebook Ads,13273,194,716507,21,2
2026-04-22,Đà Nẵng,TikTok Ads,11188,173,489681,27,11
2026-04-22,Đà Nẵng,Google Ads,7433,249,1301584,59,29
2026-04-22,Đà Nẵng,Zalo Ads,5260,124,265030,23,6
2026-04-22,Cần Thơ,Facebook Ads,9109,98,313490,14,4
2026-04-22,Cần Thơ,TikTok Ads,7718,113,317300,18,5
2026-04-22,Cần Thơ,Google Ads,4960,196,998731,42,26
2026-04-22,Cần Thơ,Zalo Ads,3638,83,179644,17,6
2026-04-23,TP.HCM,Facebook Ads,47283,499,2160645,86,24
2026-04-23,TP.HCM,TikTok Ads,40730,706,2559955,47,15
2026-04-23,TP.HCM,Google Ads,26131,1359,8311313,261,114
2026-04-23,TP.HCM,Zalo Ads,19060,496,1565581,55,22
2026-04-23,Hà Nội,Facebook Ads,36880,548,2310569,71,21
2026-04-23,Hà Nội,TikTok Ads,31544,592,2238434,83,27
2026-04-23,Hà Nội,Google Ads,20200,660,3918865,119,54
2026-04-23,Hà Nội,Zalo Ads,14818,315,887422,49,14
2026-04-23,Đà Nẵng,Facebook Ads,13331,159,485739,24,7
2026-04-23,Đà Nẵng,TikTok Ads,11211,236,676375,24,3
2026-04-23,Đà Nẵng,Google Ads,7411,272,1353608,61,28
2026-04-23,Đà Nẵng,Zalo Ads,5240,136,322806,25,7
2026-04-23,Cần Thơ,Facebook Ads,8930,117,387261,19,7
2026-04-23,Cần Thơ,TikTok Ads,7651,144,389787,29,6
2026-04-23,Cần Thơ,Google Ads,4951,182,897367,48,21
2026-04-23,Cần Thơ,Zalo Ads,3659,68,157786,14,5
2026-04-24,TP.HCM,Facebook Ads,47950,753,3698871,100,35
2026-04-24,TP.HCM,TikTok Ads,40556,688,2676340,103,17
2026-04-24,TP.HCM,Google Ads,26304,1270,7975191,356,117
2026-04-24,TP.HCM,Zalo Ads,19268,479,1498939,75,38
2026-04-24,Hà Nội,Facebook Ads,37118,475,2005696,52,20
2026-04-24,Hà Nội,TikTok Ads,31599,623,2115323,86,13
2026-04-24,Hà Nội,Google Ads,20399,835,5528053,230,96
2026-04-24,Hà Nội,Zalo Ads,14726,336,988936,59,28
2026-04-24,Đà Nẵng,Facebook Ads,13505,185,601268,35,17
2026-04-24,Đà Nẵng,TikTok Ads,11364,265,800921,29,8
2026-04-24,Đà Nẵng,Google Ads,7282,265,1287297,66,35
2026-04-24,Đà Nẵng,Zalo Ads,5386,125,247837,16,6
2026-04-24,Cần Thơ,Facebook Ads,8898,101,345291,17,3
2026-04-24,Cần Thơ,TikTok Ads,7666,130,327261,19,4
2026-04-24,Cần Thơ,Google Ads,4993,173,895170,30,22
2026-04-24,Cần Thơ,Zalo Ads,3636,85,197064,14,3
2026-04-25,TP.HCM,Facebook Ads,43048,630,2602221,86,28
2026-04-25,TP.HCM,TikTok Ads,36409,635,2283993,77,15
2026-04-25,TP.HCM,Google Ads,23683,980,6669622,228,86
2026-04-25,TP.HCM,Zalo Ads,17216,319,1043349,57,19
2026-04-25,Hà Nội,Facebook Ads,33384,376,1768809,40,18
2026-04-25,Hà Nội,TikTok Ads,28572,485,1546360,48,18
2026-04-25,Hà Nội,Google Ads,18584,821,4937399,150,65
2026-04-25,Hà Nội,Zalo Ads,13458,310,875551,61,22
2026-04-25,Đà Nẵng,Facebook Ads,12077,186,642514,32,6
2026-04-25,Đà Nẵng,TikTok Ads,10168,152,457009,26,3
2026-04-25,Đà Nẵng,Google Ads,6685,289,1309982,67,31
2026-04-25,Đà Nẵng,Zalo Ads,4815,101,216942,16,4
2026-04-25,Cần Thơ,Facebook Ads,8079,126,447353,17,7
2026-04-25,Cần Thơ,TikTok Ads,6901,107,329593,18,5
2026-04-25,Cần Thơ,Google Ads,4409,195,1000826,35,18
2026-04-25,Cần Thơ,Zalo Ads,3277,89,214387,11,4
2026-04-26,TP.HCM,Facebook Ads,43097,670,2667800,85,31
2026-04-26,TP.HCM,TikTok Ads,36683,634,2655499,86,26
2026-04-26,TP.HCM,Google Ads,23811,1126,7519345,231,82
2026-04-26,TP.HCM,Zalo Ads,17275,370,1184344,59,21
2026-04-26,Hà Nội,Facebook Ads,33560,418,1731707,54,13
2026-04-26,Hà Nội,TikTok Ads,28565,453,1442397,47,15
2026-04-26,Hà Nội,Google Ads,18264,696,3897968,184,91
2026-04-26,Hà Nội,Zalo Ads,13481,353,1077129,53,27
2026-04-26,Đà Nẵng,Facebook Ads,12003,180,642590,25,11
2026-04-26,Đà Nẵng,TikTok Ads,10521,136,380249,15,2
2026-04-26,Đà Nẵng,Google Ads,6519,237,1084650,58,24
2026-04-26,Đà Nẵng,Zalo Ads,4832,104,246714,16,9
2026-04-26,Cần Thơ,Facebook Ads,8046,120,373062,15,5
2026-04-26,Cần Thơ,TikTok Ads,6991,138,354607,18,4
2026-04-26,Cần Thơ,Google Ads,4440,179,795293,34,16
2026-04-26,Cần Thơ,Zalo Ads,3207,88,193128,9,4
2026-04-27,TP.HCM,Facebook Ads,47886,556,2453220,71,17
2026-04-27,TP.HCM,TikTok Ads,40619,585,2120510,87,24
2026-04-27,TP.HCM,Google Ads,26593,1038,6257719,217,74
2026-04-27,TP.HCM,Zalo Ads,19232,413,1328844,61,27
2026-04-27,Hà Nội,Facebook Ads,37205,487,2011214,57,26
2026-04-27,Hà Nội,TikTok Ads,32190,597,2248957,79,21
2026-04-27,Hà Nội,Google Ads,20268,816,5531856,188,65
2026-04-27,Hà Nội,Zalo Ads,14806,235,689101,25,10
2026-04-27,Đà Nẵng,Facebook Ads,13524,200,780983,28,11
2026-04-27,Đà Nẵng,TikTok Ads,11358,197,610325,23,6
2026-04-27,Đà Nẵng,Google Ads,7437,327,1628263,83,53
2026-04-27,Đà Nẵng,Zalo Ads,5369,131,319180,19,8
2026-04-27,Cần Thơ,Facebook Ads,9032,136,467042,21,3
2026-04-27,Cần Thơ,TikTok Ads,7645,186,478423,20,4
2026-04-27,Cần Thơ,Google Ads,4964,250,1405624,77,31
2026-04-27,Cần Thơ,Zalo Ads,3615,88,220701,16,6
2026-04-28,TP.HCM,Facebook Ads,48247,583,2586226,100,25
2026-04-28,TP.HCM,TikTok Ads,40494,892,2950431,106,38
2026-04-28,TP.HCM,Google Ads,26486,890,5869372,205,99
2026-04-28,TP.HCM,Zalo Ads,19199,474,1375484,57,18
2026-04-28,Hà Nội,Facebook Ads,37388,523,2222767,82,33
2026-04-28,Hà Nội,TikTok Ads,32132,660,2536237,72,11
2026-04-28,Hà Nội,Google Ads,20803,695,4001076,181,78
2026-04-28,Hà Nội,Zalo Ads,14840,295,818048,42,23
2026-04-28,Đà Nẵng,Facebook Ads,13461,205,653886,24,4
2026-04-28,Đà Nẵng,TikTok Ads,11232,190,540954,27,3
2026-04-28,Đà Nẵng,Google Ads,7236,276,1320919,57,26
2026-04-28,Đà Nẵng,Zalo Ads,5461,125,301080,22,9
2026-04-28,Cần Thơ,Facebook Ads,9130,140,403200,17,1
2026-04-28,Cần Thơ,TikTok Ads,7749,139,417286,13,4
2026-04-28,Cần Thơ,Google Ads,4994,225,1101229,45,18
2026-04-28,Cần Thơ,Zalo Ads,3669,72,177454,7,2
2026-04-29,TP.HCM,Facebook Ads,47344,706,3107789,58,18
2026-04-29,TP.HCM,TikTok Ads,40863,785,2901367,75,16
2026-04-29,TP.HCM,Google Ads,26337,1052,7307463,233,93
2026-04-29,TP.HCM,Zalo Ads,19353,393,1043134,35,16
2026-04-29,Hà Nội,Facebook Ads,37733,513,2268136,83,20
2026-04-29,Hà Nội,TikTok Ads,32106,484,1880808,28,6
2026-04-29,Hà Nội,Google Ads,20465,700,3483437,111,52
2026-04-29,Hà Nội,Zalo Ads,15064,297,841400,40,11
2026-04-29,Đà Nẵng,Facebook Ads,13302,171,621320,21,7
2026-04-29,Đà Nẵng,TikTok Ads,11514,240,590255,17,4
2026-04-29,Đà Nẵng,Google Ads,7269,265,1373663,52,21
2026-04-29,Đà Nẵng,Zalo Ads,5328,136,338272,17,3
2026-04-29,Cần Thơ,Facebook Ads,9185,130,374569,22,9
2026-04-29,Cần Thơ,TikTok Ads,7611,93,234834,11,3
2026-04-29,Cần Thơ,Google Ads,5031,176,914690,33,13
2026-04-29,Cần Thơ,Zalo Ads,3620,65,158230,10,0
2026-04-30,TP.HCM,Facebook Ads,48002,749,3353305,101,44
2026-04-30,TP.HCM,TikTok Ads,40823,681,2706515,71,12
2026-04-30,TP.HCM,Google Ads,26491,786,4619586,219,65
2026-04-30,TP.HCM,Zalo Ads,19315,397,1234882,49,24
2026-04-30,Hà Nội,Facebook Ads,37327,514,2004908,68,17
2026-04-30,Hà Nội,TikTok Ads,31855,779,2815911,80,22
2026-04-30,Hà Nội,Google Ads,20666,917,6069757,204,102
2026-04-30,Hà Nội,Zalo Ads,15090,335,1013039,44,21
2026-04-30,Đà Nẵng,Facebook Ads,13541,177,627830,29,11
2026-04-30,Đà Nẵng,TikTok Ads,11421,216,561580,29,13
2026-04-30,Đà Nẵng,Google Ads,7480,313,1680158,87,34
2026-04-30,Đà Nẵng,Zalo Ads,5280,91,208383,12,5
2026-04-30,Cần Thơ,Facebook Ads,9274,137,430688,17,3
2026-04-30,Cần Thơ,TikTok Ads,7717,156,455988,20,8
2026-04-30,Cần Thơ,Google Ads,5105,228,1186931,38,28
2026-04-30,Cần Thơ,Zalo Ads,3665,69,132322,13,8
